symbol,symbol_ns,company_name,sector,industry,series,isin,source
360ONE,360ONE.NS,360 ONE WAM Ltd.,Financial Services,Financial Services,EQ,INE466L01038,nse_nifty500
3MINDIA,3MINDIA.NS,3M India Ltd.,Diversified,Diversified,EQ,INE470A01017,nse_nifty500
ABB,ABB.NS,ABB India Ltd.,Capital Goods,Capital Goods,EQ,INE117A01022,nse_nifty500
ACC,ACC.NS,ACC Ltd.,Construction Materials,Construction Materials,EQ,INE012A01025,nse_nifty500
ACMESOLAR,ACMESOLAR.NS,ACME Solar Holdings Ltd.,Power,Power,EQ,INE622W01025,nse_nifty500
AIAENG,AIAENG.NS,AIA Engineering Ltd.,Capital Goods,Capital Goods,EQ,INE212H01026,nse_nifty500
APLAPOLLO,APLAPOLLO.NS,APL Apollo Tubes Ltd.,Capital Goods,Capital Goods,EQ,INE702C01027,nse_nifty500
AUBANK,AUBANK.NS,AU Small Finance Bank Ltd.,Financial Services,Financial Services,EQ,INE949L01017,nse_nifty500
AWL,AWL.NS,AWL Agri Business Ltd.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,EQ,INE699H01024,nse_nifty500
AADHARHFC,AADHARHFC.NS,Aadhar Housing Finance Ltd.,Financial Services,Financial Services,EQ,INE883F01010,nse_nifty500
AARTIIND,AARTIIND.NS,Aarti Industries Ltd.,Chemicals,Chemicals,EQ,INE769A01020,nse_nifty500
AAVAS,AAVAS.NS,Aavas Financiers Ltd.,Financial Services,Financial Services,EQ,INE216P01012,nse_nifty500
ABBOTINDIA,ABBOTINDIA.NS,Abbott India Ltd.,Healthcare,Healthcare,EQ,INE358A01014,nse_nifty500
ACE,ACE.NS,Action Construction Equipment Ltd.,Capital Goods,Capital Goods,EQ,INE731H01025,nse_nifty500
ACUTAAS,ACUTAAS.NS,Acutaas Chemicals Ltd.,Healthcare,Healthcare,EQ,INE00FF01025,nse_nifty500
ADANIENSOL,ADANIENSOL.NS,Adani Energy Solutions Ltd.,Power,Power,EQ,INE931S01010,nse_nifty500
ADANIENT,ADANIENT.NS,Adani Enterprises Ltd.,Metals & Mining,Metals & Mining,EQ,INE423A01024,nse_nifty500
ADANIGREEN,ADANIGREEN.NS,Adani Green Energy Ltd.,Power,Power,EQ,INE364U01010,nse_nifty500
ADANIPORTS,ADANIPORTS.NS,Adani Ports and Special Economic Zone Ltd.,Services,Services,EQ,INE742F01042,nse_nifty500
ADANIPOWER,ADANIPOWER.NS,Adani Power Ltd.,Power,Power,EQ,INE814H01029,nse_nifty500
ATGL,ATGL.NS,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,EQ,INE399L01023,nse_nifty500
ABCAPITAL,ABCAPITAL.NS,Aditya Birla Capital Ltd.,Financial Services,Financial Services,EQ,INE674K01013,nse_nifty500
ABFRL,ABFRL.NS,Aditya Birla Fashion and Retail Ltd.,Consumer Services,Consumer Services,EQ,INE647O01011,nse_nifty500
ABLBL,ABLBL.NS,Aditya Birla Lifestyle Brands Ltd.,Consumer Services,Consumer Services,EQ,INE14LE01019,nse_nifty500
ABREL,ABREL.NS,Aditya Birla Real Estate Ltd.,Realty,Realty,EQ,INE055A01016,nse_nifty500
ABSLAMC,ABSLAMC.NS,Aditya Birla Sun Life AMC Ltd.,Financial Services,Financial Services,EQ,INE404A01024,nse_nifty500
CPPLUS,CPPLUS.NS,Aditya Infotech Ltd.,Capital Goods,Capital Goods,EQ,INE819V01029,nse_nifty500
AEGISLOG,AEGISLOG.NS,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,EQ,INE208C01025,nse_nifty500
AEGISVOPAK,AEGISVOPAK.NS,Aegis Vopak Terminals Ltd.,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,EQ,INE0INX01018,nse_nifty500
AFCONS,AFCONS.NS,Afcons Infrastructure Ltd.,Construction,Construction,EQ,INE101I01011,nse_nifty500
AFFLE,AFFLE.NS,Affle 3i Ltd.,Information Technology,Information Technology,EQ,INE00WC01027,nse_nifty500
AJANTPHARM,AJANTPHARM.NS,Ajanta Pharmaceuticals Ltd.,Healthcare,Healthcare,EQ,INE031B01049,nse_nifty500
ALKEM,ALKEM.NS,Alkem Laboratories Ltd.,Healthcare,Healthcare,EQ,INE540L01014,nse_nifty500
ABDL,ABDL.NS,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,EQ,INE552Z01027,nse_nifty500
ARE&M,ARE&M.NS,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE885A01032,nse_nifty500
AMBER,AMBER.NS,Amber Enterprises India Ltd.,Consumer Durables,Consumer Durables,EQ,INE371P01015,nse_nifty500
AMBUJACEM,AMBUJACEM.NS,Ambuja Cements Ltd.,Construction Materials,Construction Materials,EQ,INE079A01024,nse_nifty500
ANANDRATHI,ANANDRATHI.NS,Anand Rathi Wealth Ltd.,Financial Services,Financial Services,EQ,INE463V01026,nse_nifty500
ANANTRAJ,ANANTRAJ.NS,Anant Raj Ltd.,Realty,Realty,EQ,INE242C01024,nse_nifty500
ANGELONE,ANGELONE.NS,Angel One Ltd.,Financial Services,Financial Services,EQ,INE732I01021,nse_nifty500
ANTHEM,ANTHEM.NS,Anthem Biosciences Ltd.,Healthcare,Healthcare,EQ,INE0CZ201020,nse_nifty500
ANURAS,ANURAS.NS,Anupam Rasayan India Ltd.,Chemicals,Chemicals,EQ,INE930P01018,nse_nifty500
APARINDS,APARINDS.NS,Apar Industries Ltd.,Capital Goods,Capital Goods,EQ,INE372A01015,nse_nifty500
APOLLOHOSP,APOLLOHOSP.NS,Apollo Hospitals Enterprise Ltd.,Healthcare,Healthcare,EQ,INE437A01024,nse_nifty500
APOLLOTYRE,APOLLOTYRE.NS,Apollo Tyres Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE438A01022,nse_nifty500
APTUS,APTUS.NS,Aptus Value Housing Finance India Ltd.,Financial Services,Financial Services,EQ,INE852O01025,nse_nifty500
ASAHIINDIA,ASAHIINDIA.NS,Asahi India Glass Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE439A01020,nse_nifty500
ASHOKLEY,ASHOKLEY.NS,Ashok Leyland Ltd.,Capital Goods,Capital Goods,EQ,INE208A01029,nse_nifty500
ASIANPAINT,ASIANPAINT.NS,Asian Paints Ltd.,Consumer Durables,Consumer Durables,EQ,INE021A01026,nse_nifty500
ASTERDM,ASTERDM.NS,Aster DM Healthcare Ltd.,Healthcare,Healthcare,EQ,INE914M01019,nse_nifty500
ASTRAL,ASTRAL.NS,Astral Ltd.,Capital Goods,Capital Goods,EQ,INE006I01046,nse_nifty500
ATHERENERG,ATHERENERG.NS,Ather Energy Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE0LEZ01016,nse_nifty500
ATUL,ATUL.NS,Atul Ltd.,Chemicals,Chemicals,EQ,INE100A01010,nse_nifty500
AUROPHARMA,AUROPHARMA.NS,Aurobindo Pharma Ltd.,Healthcare,Healthcare,EQ,INE406A01037,nse_nifty500
AIIL,AIIL.NS,Authum Investment & Infrastructure Ltd.,Financial Services,Financial Services,EQ,INE206F01022,nse_nifty500
DMART,DMART.NS,Avenue Supermarts Ltd.,Consumer Services,Consumer Services,EQ,INE192R01011,nse_nifty500
AXISBANK,AXISBANK.NS,Axis Bank Ltd.,Financial Services,Financial Services,EQ,INE238A01034,nse_nifty500
BEML,BEML.NS,BEML Ltd.,Capital Goods,Capital Goods,EQ,INE258A01024,nse_nifty500
BLS,BLS.NS,BLS International Services Ltd.,Consumer Services,Consumer Services,EQ,INE153T01027,nse_nifty500
BSE,BSE.NS,BSE Ltd.,Financial Services,Financial Services,EQ,INE118H01025,nse_nifty500
BAJAJ-AUTO,BAJAJ-AUTO.NS,Bajaj Auto Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE917I01010,nse_nifty500
BAJFINANCE,BAJFINANCE.NS,Bajaj Finance Ltd.,Financial Services,Financial Services,EQ,INE296A01032,nse_nifty500
BAJAJFINSV,BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,Financial Services,EQ,INE918I01026,nse_nifty500
BAJAJHLDNG,BAJAJHLDNG.NS,Bajaj Holdings & Investment Ltd.,Financial Services,Financial Services,EQ,INE118A01012,nse_nifty500
BAJAJHFL,BAJAJHFL.NS,Bajaj Housing Finance Ltd.,Financial Services,Financial Services,EQ,INE377Y01014,nse_nifty500
BALKRISIND,BALKRISIND.NS,Balkrishna Industries Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE787D01026,nse_nifty500
BALRAMCHIN,BALRAMCHIN.NS,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,EQ,INE119A01028,nse_nifty500
BANDHANBNK,BANDHANBNK.NS,Bandhan Bank Ltd.,Financial Services,Financial Services,EQ,INE545U01014,nse_nifty500
BANKBARODA,BANKBARODA.NS,Bank of Baroda,Financial Services,Financial Services,EQ,INE028A01039,nse_nifty500
BANKINDIA,BANKINDIA.NS,Bank of India,Financial Services,Financial Services,EQ,INE084A01016,nse_nifty500
MAHABANK,MAHABANK.NS,Bank of Maharashtra,Financial Services,Financial Services,EQ,INE457A01014,nse_nifty500
BATAINDIA,BATAINDIA.NS,Bata India Ltd.,Consumer Durables,Consumer Durables,EQ,INE176A01028,nse_nifty500
BAYERCROP,BAYERCROP.NS,Bayer Cropscience Ltd.,Chemicals,Chemicals,EQ,INE462A01022,nse_nifty500
BELRISE,BELRISE.NS,Belrise Industries Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE894V01022,nse_nifty500
BERGEPAINT,BERGEPAINT.NS,Berger Paints India Ltd.,Consumer Durables,Consumer Durables,EQ,INE463A01038,nse_nifty500
BDL,BDL.NS,Bharat Dynamics Ltd.,Capital Goods,Capital Goods,EQ,INE171Z01026,nse_nifty500
BEL,BEL.NS,Bharat Electronics Ltd.,Capital Goods,Capital Goods,EQ,INE263A01024,nse_nifty500
BHARATFORG,BHARATFORG.NS,Bharat Forge Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE465A01025,nse_nifty500
BHEL,BHEL.NS,Bharat Heavy Electricals Ltd.,Capital Goods,Capital Goods,EQ,INE257A01026,nse_nifty500
BPCL,BPCL.NS,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,EQ,INE029A01011,nse_nifty500
BHARTIARTL,BHARTIARTL.NS,Bharti Airtel Ltd.,Telecommunication,Telecommunication,EQ,INE397D01024,nse_nifty500
BHARTIHEXA,BHARTIHEXA.NS,Bharti Hexacom Ltd.,Telecommunication,Telecommunication,EQ,INE343G01021,nse_nifty500
BIKAJI,BIKAJI.NS,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,EQ,INE00E101023,nse_nifty500
GROWW,GROWW.NS,Billionbrains Garage Ventures Ltd.,Financial Services,Financial Services,EQ,INE0HOQ01053,nse_nifty500
BIOCON,BIOCON.NS,Biocon Ltd.,Healthcare,Healthcare,EQ,INE376G01013,nse_nifty500
BSOFT,BSOFT.NS,Birlasoft Ltd.,Information Technology,Information Technology,EQ,INE836A01035,nse_nifty500
BLUEDART,BLUEDART.NS,Blue Dart Express Ltd.,Services,Services,EQ,INE233B01017,nse_nifty500
BLUEJET,BLUEJET.NS,Blue Jet Healthcare Ltd.,Healthcare,Healthcare,EQ,INE0KBH01020,nse_nifty500
BLUESTARCO,BLUESTARCO.NS,Blue Star Ltd.,Consumer Durables,Consumer Durables,EQ,INE472A01039,nse_nifty500
BBTC,BBTC.NS,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,EQ,INE050A01025,nse_nifty500
BOSCHLTD,BOSCHLTD.NS,Bosch Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE323A01026,nse_nifty500
FIRSTCRY,FIRSTCRY.NS,Brainbees Solutions Ltd.,Consumer Services,Consumer Services,EQ,INE02RE01045,nse_nifty500
BRIGADE,BRIGADE.NS,Brigade Enterprises Ltd.,Realty,Realty,EQ,INE791I01019,nse_nifty500
BRITANNIA,BRITANNIA.NS,Britannia Industries Ltd.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,EQ,INE216A01030,nse_nifty500
MAPMYINDIA,MAPMYINDIA.NS,C.E. Info Systems Ltd.,Information Technology,Information Technology,EQ,INE0BV301023,nse_nifty500
CCL,CCL.NS,CCL Products (I) Ltd.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,EQ,INE421D01022,nse_nifty500
CESC,CESC.NS,CESC Ltd.,Power,Power,EQ,INE486A01021,nse_nifty500
CGPOWER,CGPOWER.NS,CG Power and Industrial Solutions Ltd.,Capital Goods,Capital Goods,EQ,INE067A01029,nse_nifty500
CRISIL,CRISIL.NS,CRISIL Ltd.,Financial Services,Financial Services,EQ,INE007A01025,nse_nifty500
CANFINHOME,CANFINHOME.NS,Can Fin Homes Ltd.,Financial Services,Financial Services,EQ,INE477A01020,nse_nifty500
CANBK,CANBK.NS,Canara Bank,Financial Services,Financial Services,EQ,INE476A01022,nse_nifty500
CANHLIFE,CANHLIFE.NS,Canara HSBC Life Insurance Company Ltd.,Financial Services,Financial Services,EQ,INE01TY01017,nse_nifty500
CAPLIPOINT,CAPLIPOINT.NS,Caplin Point Laboratories Ltd.,Healthcare,Healthcare,EQ,INE475E01026,nse_nifty500
CGCL,CGCL.NS,Capri Global Capital Ltd.,Financial Services,Financial Services,EQ,INE180C01042,nse_nifty500
CARBORUNIV,CARBORUNIV.NS,Carborundum Universal Ltd.,Capital Goods,Capital Goods,EQ,INE120A01034,nse_nifty500
CARTRADE,CARTRADE.NS,Cartrade Tech Ltd.,Consumer Services,Consumer Services,EQ,INE290S01011,nse_nifty500
CASTROLIND,CASTROLIND.NS,Castrol India Ltd.,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,EQ,INE172A01027,nse_nifty500
CEATLTD,CEATLTD.NS,Ceat Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE482A01020,nse_nifty500
CEMPRO,CEMPRO.NS,Cemindia Projects Ltd.,Construction,Construction,EQ,INE686A01026,nse_nifty500
CENTRALBK,CENTRALBK.NS,Central Bank of India,Financial Services,Financial Services,EQ,INE483A01010,nse_nifty500
CDSL,CDSL.NS,Central Depository Services (India) Ltd.,Financial Services,Financial Services,EQ,INE736A01011,nse_nifty500
CHALET,CHALET.NS,Chalet Hotels Ltd.,Consumer Services,Consumer Services,EQ,INE427F01016,nse_nifty500
CHAMBLFERT,CHAMBLFERT.NS,Chambal Fertilizers & Chemicals Ltd.,Chemicals,Chemicals,EQ,INE085A01013,nse_nifty500
CHENNPETRO,CHENNPETRO.NS,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,EQ,INE178A01016,nse_nifty500
CHOICEIN,CHOICEIN.NS,Choice International Ltd.,Financial Services,Financial Services,EQ,INE102B01014,nse_nifty500
CHOLAHLDNG,CHOLAHLDNG.NS,Cholamandalam Financial Holdings Ltd.,Financial Services,Financial Services,EQ,INE149A01033,nse_nifty500
CHOLAFIN,CHOLAFIN.NS,Cholamandalam Investment and Finance Company Ltd.,Financial Services,Financial Services,EQ,INE121A01024,nse_nifty500
CIPLA,CIPLA.NS,Cipla Ltd.,Healthcare,Healthcare,EQ,INE059A01026,nse_nifty500
CUB,CUB.NS,City Union Bank Ltd.,Financial Services,Financial Services,EQ,INE491A01021,nse_nifty500
CLEAN,CLEAN.NS,Clean Science and Technology Ltd.,Chemicals,Chemicals,EQ,INE227W01023,nse_nifty500
COALINDIA,COALINDIA.NS,Coal India Ltd.,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,EQ,INE522F01014,nse_nifty500
COCHINSHIP,COCHINSHIP.NS,Cochin Shipyard Ltd.,Capital Goods,Capital Goods,EQ,INE704P01025,nse_nifty500
COFORGE,COFORGE.NS,Coforge Ltd.,Information Technology,Information Technology,EQ,INE591G01025,nse_nifty500
COHANCE,COHANCE.NS,Cohance Lifesciences Ltd.,Healthcare,Healthcare,EQ,INE03QK01018,nse_nifty500
COLPAL,COLPAL.NS,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,EQ,INE259A01022,nse_nifty500
CAMS,CAMS.NS,Computer Age Management Services Ltd.,Financial Services,Financial Services,EQ,INE596I01020,nse_nifty500
CONCORDBIO,CONCORDBIO.NS,Concord Biotech Ltd.,Healthcare,Healthcare,EQ,INE338H01029,nse_nifty500
CONCOR,CONCOR.NS,Container Corporation of India Ltd.,Services,Services,EQ,INE111A01025,nse_nifty500
COROMANDEL,COROMANDEL.NS,Coromandel International Ltd.,Chemicals,Chemicals,EQ,INE169A01031,nse_nifty500
CRAFTSMAN,CRAFTSMAN.NS,Craftsman Automation Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE00LO01017,nse_nifty500
CREDITACC,CREDITACC.NS,CreditAccess Grameen Ltd.,Financial Services,Financial Services,EQ,INE741K01010,nse_nifty500
CROMPTON,CROMPTON.NS,Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,Consumer Durables,EQ,INE299U01018,nse_nifty500
CUMMINSIND,CUMMINSIND.NS,Cummins India Ltd.,Capital Goods,Capital Goods,EQ,INE298A01020,nse_nifty500
CYIENT,CYIENT.NS,Cyient Ltd.,Information Technology,Information Technology,EQ,INE136B01020,nse_nifty500
DCMSHRIRAM,DCMSHRIRAM.NS,DCM Shriram Ltd.,Diversified,Diversified,EQ,INE499A01024,nse_nifty500
DLF,DLF.NS,DLF Ltd.,Realty,Realty,EQ,INE271C01023,nse_nifty500
DOMS,DOMS.NS,DOMS Industries Ltd.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,EQ,INE321T01012,nse_nifty500
DABUR,DABUR.NS,Dabur India Ltd.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,EQ,INE016A01026,nse_nifty500
DALBHARAT,DALBHARAT.NS,Dalmia Bharat Ltd.,Construction Materials,Construction Materials,EQ,INE00R701025,nse_nifty500
DATAPATTNS,DATAPATTNS.NS,Data Patterns (India) Ltd.,Capital Goods,Capital Goods,EQ,INE0IX101010,nse_nifty500
DEEPAKFERT,DEEPAKFERT.NS,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,Chemicals,EQ,INE501A01019,nse_nifty500
DEEPAKNTR,DEEPAKNTR.NS,Deepak Nitrite Ltd.,Chemicals,Chemicals,EQ,INE288B01029,nse_nifty500
DELHIVERY,DELHIVERY.NS,Delhivery Ltd.,Services,Services,EQ,INE148O01028,nse_nifty500
DEVYANI,DEVYANI.NS,Devyani International Ltd.,Consumer Services,Consumer Services,EQ,INE872J01023,nse_nifty500
DIVISLAB,DIVISLAB.NS,Divi's Laboratories Ltd.,Healthcare,Healthcare,EQ,INE361B01024,nse_nifty500
DIXON,DIXON.NS,Dixon Technologies (India) Ltd.,Consumer Durables,Consumer Durables,EQ,INE935N01020,nse_nifty500
LALPATHLAB,LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,Healthcare,Healthcare,EQ,INE600L01024,nse_nifty500
DRREDDY,DRREDDY.NS,Dr. Reddy's Laboratories Ltd.,Healthcare,Healthcare,EQ,INE089A01031,nse_nifty500
DUMMYVEDL1,DUMMYVEDL1.NS,Dummy Vedanta Ltd. 1,Metals & Mining,Metals & Mining,EQ,DU1205A01025,nse_nifty500
DUMMYVEDL2,DUMMYVEDL2.NS,Dummy Vedanta Ltd. 2,Power,Power,EQ,DU2205A01025,nse_nifty500
DUMMYVEDL3,DUMMYVEDL3.NS,Dummy Vedanta Ltd. 3,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,EQ,DU3205A01025,nse_nifty500
DUMMYVEDL4,DUMMYVEDL4.NS,Dummy Vedanta Ltd. 4,Metals & Mining,Metals & Mining,EQ,DU4205A01025,nse_nifty500
EIDPARRY,EIDPARRY.NS,E.I.D. Parry (India) Ltd.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,EQ,INE126A01031,nse_nifty500
EIHOTEL,EIHOTEL.NS,EIH Ltd.,Consumer Services,Consumer Services,EQ,INE230A01023,nse_nifty500
EICHERMOT,EICHERMOT.NS,Eicher Motors Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE066A01021,nse_nifty500
ELECON,ELECON.NS,Elecon Engineering Co. Ltd.,Capital Goods,Capital Goods,EQ,INE205B01031,nse_nifty500
ELGIEQUIP,ELGIEQUIP.NS,Elgi Equipments Ltd.,Capital Goods,Capital Goods,EQ,INE285A01027,nse_nifty500
EMAMILTD,EMAMILTD.NS,Emami Ltd.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,EQ,INE548C01032,nse_nifty500
EMCURE,EMCURE.NS,Emcure Pharmaceuticals Ltd.,Healthcare,Healthcare,EQ,INE168P01015,nse_nifty500
EMMVEE,EMMVEE.NS,Emmvee Photovoltaic Power Ltd.,Capital Goods,Capital Goods,EQ,INE1C6T01020,nse_nifty500
ENDURANCE,ENDURANCE.NS,Endurance Technologies Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE913H01037,nse_nifty500
ENGINERSIN,ENGINERSIN.NS,Engineers India Ltd.,Construction,Construction,EQ,INE510A01028,nse_nifty500
ERIS,ERIS.NS,Eris Lifesciences Ltd.,Healthcare,Healthcare,EQ,INE406M01024,nse_nifty500
ESCORTS,ESCORTS.NS,Escorts Kubota Ltd.,Capital Goods,Capital Goods,EQ,INE042A01014,nse_nifty500
ETERNAL,ETERNAL.NS,Eternal Ltd.,Consumer Services,Consumer Services,EQ,INE758T01015,nse_nifty500
EXIDEIND,EXIDEIND.NS,Exide Industries Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE302A01020,nse_nifty500
NYKAA,NYKAA.NS,FSN E-Commerce Ventures Ltd.,Consumer Services,Consumer Services,EQ,INE388Y01029,nse_nifty500
FEDERALBNK,FEDERALBNK.NS,Federal Bank Ltd.,Financial Services,Financial Services,EQ,INE171A01029,nse_nifty500
FACT,FACT.NS,Fertilisers and Chemicals Travancore Ltd.,Chemicals,Chemicals,EQ,INE188A01015,nse_nifty500
FINCABLES,FINCABLES.NS,Finolex Cables Ltd.,Capital Goods,Capital Goods,EQ,INE235A01022,nse_nifty500
FSL,FSL.NS,Firstsource Solutions Ltd.,Services,Services,EQ,INE684F01012,nse_nifty500
FIVESTAR,FIVESTAR.NS,Five-Star Business Finance Ltd.,Financial Services,Financial Services,EQ,INE128S01021,nse_nifty500
FORCEMOT,FORCEMOT.NS,Force Motors Ltd.,Automobile and Auto Components,Automobile and Auto Components,EQ,INE451A01017,nse_nifty500
